0,1,2,3,4,5,6,7,8,9,10,11,12,13,14
1.2316448970959013,0.5679070077860118,-0.6579329382849238,-0.5574197642302201,-0.5449249778098341,0.4178873168390202,-0.1559469948238865,-0.7376951317802901,0.7376951317802901,0.2942539139139163,-0.07512217287717261,-0.28284271247461895,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1.2316448970959013,0.5679070077860118,1.3225341158092216,0.6494100630604444,1.8351149988007642,0.9543968259219695,1.2618976213810413,1.3555735383351193,-1.3555735383351195,0.2942539139139163,-0.07512217287717261,-0.28284271247461895,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
-0.8119223343984153,-0.6572870453310258,-0.6579329382849238,-0.25571230740755396,-0.5449249778098341,-1.191641210409828,-0.1559469948238865,1.3555735383351193,-1.3555735383351195,0.2942539139139163,-0.07512217287717261,-0.28284271247461895,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1.2316448970959013,0.5679070077860118,1.3225341158092216,0.4231294704434448,1.8351149988007642,0.9543968259219695,1.2618976213810413,1.3555735383351193,-1.3555735383351195,0.2942539139139163,-0.07512217287717261,-0.28284271247461895,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
-0.8119223343984153,-0.6572870453310258,-0.6579329382849238,0.4231294704434448,-0.5449249778098341,0.4178873168390202,-0.1559469948238865,-0.7376951317802901,0.7376951317802901,0.2942539139139163,-0.07512217287717261,-0.28284271247461895,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
-0.8119223343984153,-0.6572870453310258,-0.6579329382849238,0.04599514941511215,-0.5449249778098341,0.4178873168390202,-0.1559469948238865,-0.7376951317802901,0.7376951317802901,0.2942539139139163,-0.07512217287717261,-0.28284271247461895,-0.4820426798824101,3.2513733362117265,-1.6238025415294657
-0.8119223343984153,-0.6572870453310258,1.3225341158092216,1.8562398903511088,1.8351149988007642,0.4178873168390202,-1.5737916110288144,-0.7376951317802901,0.7376951317802901,0.2942539139139163,-0.07512217287717261,-0.28284271247461895,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1.2316448970959013,3.018295114020087,-0.6579329382849238,-2.0659570483435505,-0.5449249778098341,-1.7281507194927772,-1.5737916110288144,-0.7376951317802901,0.7376951317802901,-3.3984254846395983,-0.07512217287717261,3.5355339059327373,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1.2316448970959013,0.5679070077860118,-0.6579329382849238,-0.18028544320188744,-0.5449249778098341,0.9543968259219695,1.2618976213810413,1.3555735383351193,-1.3555735383351195,0.2942539139139163,-0.07512217287717261,-0.28284271247461895,-0.4820426798824101,-0.3075623426146228,0.6158384251930635
1.2316448970959013,0.5679070077860118,0.3323005887621489,-1.1608346778755523,-0.5449249778098341,0.9543968259219695,1.2618976213810413,1.3555735383351193,-1.3555735383351195,0.2942539139139163,-0.07512217287717261,-0.28284271247461895,2.0745051044939435,-0.3075623426146228,-1.6238025415294657
